tconst,Discrepancy_Log,first_us_theatrical_date,Last_US_Theatrical_Date,first_theatrical_date_anywhere,Last_Theatrical_Date,first_intl_theatrical_date,Last_International_Theatrical_date,primaryTitle,first_festival_date,Last_Festival_Date,first_us_festival_date,Last_US_festival_date,first_intl_festival_date,Last_International_festival_date,first_digital_date_anywhere,Last_Digital_Date,first_us_digital_date,Last_US_Digital_date,first_intl_digital_date,Last_International_Digital_date,First_Physical_Release,Last_Physical_Release_Anywhere,First_US_Physical_Release,Last_US_Physical_Release,First_International_Physical_Release,Last_International_Physical_Release,titleType,originalTitle,isAdult,startYear,endYear,runtimeMinutes,genres,averageRating,numVotes,has_festival_aka,releaseinfo_url,match_flag,match_score,release_year_01,year_mismatch,year_diff,domestic,worldwide,distributor,opening,international,n_release_events,n_countries,has_major_festival,big_three_premiere,market_velocity_90d,gap_us_to_nonus_days,theatrical_span_days,digital_before_theatrical,digital_to_theatrical_span,release_month,first_us_release_date_any_type,last_us_release_date_any_type,US_release_only,International_release_only,US_festival_theatrical_gap,US_theatrical_digital_gap,International_theatrical_US_gap,Master_Release_1,Master_Release_2,Master_Release_3,Master_Release_4,Master_Release_5,Master_Release_6,Master_Release_7,Master_Release_8,Master_Release_9,Master_Release_10,Master_Release_11,Master_Release_12,Master_Release_13,Master_Release_14,Master_Release_15,Master_Release_16,Master_Release_17,Master_Release_18,Master_Release_19,Master_Release_20,Master_Release_21,Master_Release_22,Master_Release_23,Master_Release_24,Master_Release_25,Master_Release_26,Master_Release_27,Master_Release_28,Master_Release_29,Master_Release_30,Master_Release_31,Master_Release_32,Master_Release_33,Master_Release_34,Master_Release_35,Master_Release_36,Master_Release_37,Master_Release_38,Master_Release_39,Master_Release_40,Master_Release_41,Master_Release_42,Master_Release_43,Master_Release_44,Master_Release_45,Master_Release_46,Master_Release_47,Master_Release_48,Master_Release_49,Master_Release_50,Master_Release_51,Master_Release_52,Master_Release_53,Master_Release_54,Master_Release_55,Master_Release_56,Master_Release_57,Master_Release_58,Master_Release_59,Master_Release_60,Master_Release_61,Master_Release_62,Master_Release_63,Master_Release_64,Master_Release_65,Master_Release_66,Master_Release_67,Master_Release_68,Master_Release_69,Master_Release_70,Master_Release_71,Master_Release_72,Master_Release_73,Master_Release_74,Master_Release_75,Master_Release_76,Master_Release_77,Master_Release_78,Master_Release_79,Master_Release_80,Master_Release_81,Master_Release_82,Master_Release_83,Master_Release_84,Master_Release_85,Master_Release_86,Master_Release_87,Master_Release_88,Master_Release_89,Master_Release_90,Master_Release_91,Master_Release_92,Master_Release_93,Master_Release_94,Master_Release_95,Master_Release_96,Master_Release_97,Master_Release_98,Master_Release_99,Master_Release_100,Master_Release_101,Master_Release_102,Master_Release_103,Master_Release_104,Master_Release_105,Master_Release_106,Master_Release_107,Master_Release_108,Master_Release_109,Master_Release_110,Master_Release_111,Master_Release_112,Master_Release_113,Master_Release_114,Master_Release_115,Master_Release_116,Master_Release_117,Master_Release_118,Master_Release_119,Master_Release_120,Master_Release_121,Master_Release_122,Master_Release_123,Master_Release_124,Master_Release_125,Master_Release_126,Master_Release_127,Master_Release_128,Master_Release_129,Master_Release_130,Master_Release_131,Master_Release_132,Master_Release_133,Master_Release_134,Master_Release_135,Master_Release_136,Master_Release_137,Master_Release_138,Master_Release_139,Master_Release_140,Master_Release_141,Master_Release_142,Master_Release_143,Master_Release_144,Master_Release_145,Master_Release_146,Master_Release_147,Master_Release_148,Master_Release_149,Master_Release_150,Master_Release_151,Master_Release_152,Master_Release_153,Master_Release_154,Master_Release_155,Master_Release_156,Master_Release_157,Master_Release_158,Master_Release_159,Master_Release_160,Master_Release_161,Master_Release_162,Master_Release_163,Master_Release_164,Master_Release_165,Master_Release_166,Master_Release_167,Master_Release_168,Master_Release_169,Master_Release_170,Master_Release_171,Master_Release_172,Master_Release_173,Master_Release_174,Master_Release_175,Master_Release_176,Master_Release_177,Master_Release_178,Master_Release_179,Master_Release_180,Master_Release_181,Master_Release_182,Master_Release_183,Master_Release_184,Master_Release_185,Master_Release_186,Master_Release_187,Master_Release_188,Master_Release_189,Master_Release_190,Master_Release_191,Master_Release_192,Master_Release_193,Master_Release_194,Master_Release_195,Master_Release_196,Master_Release_197,Master_Release_198,Master_Release_199,Master_Release_200,Master_Release_201,Master_Release_202,Master_Release_203,Master_Release_204,Master_Release_205,Master_Release_206,Master_Release_207,Master_Release_208,Master_Release_209,Master_Release_210,Master_Release_211,Master_Release_212,Master_Release_213,Master_Release_214,Master_Release_215,Master_Release_216,Master_Release_217,Master_Release_218,Master_Release_219,Master_Release_220,Master_Release_221,Master_Release_222,Master_Release_223,Master_Release_224,Master_Release_225,Master_Release_226,Master_Release_227,Master_Release_228,Master_Release_229,Master_Release_230,Master_Release_231,Master_Release_232,Master_Release_233,Master_Release_234,Master_Release_235,Master_Release_236,Master_Release_237,Master_Release_238,Master_Release_239,Master_Release_240,Master_Release_241,Master_Release_242,Master_Release_243,Master_Release_244,Master_Release_245,Master_Release_246,Master_Release_247,Master_Release_248,Master_Release_249,Master_Release_250,Master_Release_251,Master_Release_252,Master_Release_253,Master_Release_254,Master_Release_255,Master_Release_256,Master_Release_257,Master_Release_258,Master_Release_259,Master_Release_260,Master_Release_261,Master_Release_262,Master_Release_263,Master_Release_264,Master_Release_265,Master_Release_266,Master_Release_267,Master_Release_268,Master_Release_269,Master_Release_270,Master_Release_271,Master_Release_272,Master_Release_273,Master_Release_274,Master_Release_275,Master_Release_276,Master_Release_277,Master_Release_278,Master_Release_279,Master_Release_280,Master_Release_281,Master_Release_282,Master_Release_283,Master_Release_284,Master_Release_285,Master_Release_286,Master_Release_287,Master_Release_288,Master_Release_289,Master_Release_290,Master_Release_291,Master_Release_292,Master_Release_293,Master_Release_294,Master_Release_295,International_festival_theatrical_gap,International_theatrical_digital_gap,local_poster_path,color_palette_rgb,face_count_retinaface
tt21996838,2 (Non-Theatrical (TMDb Only)) | 2 (BOM Release missing from TMDb) | 1 (Unknown) | 1 (TMDb Theatrical missing from BOM),2023-10-03,2023-10-03,2022-11-10,2023-10-03,2022-11-10,2022-11-10,Mister Organ,2022-09-22,2022-09-22,2022-09-22,2022-09-22,,,,,,,,,,,,,,,movie,Mister Organ,0,2022.0,,96.0,Documentary,6.6,1513.0,False,https://www.imdb.com/title/tt21996838/releaseinfo,Match,1.0,2022.0,no,0.0,"$36,088","$314,489",Drafthouse Films,"$13,934","$278,401",3,2,False,False,2,-327.0,327.0,False,,9.0,2022-09-22,2023-10-03,False,False,,,327.0,Fantastic Fest | Domestic | 2022-09-22 | No BOM Data | No BOM Data,Theatrical | Australia | 2022-11-10 | No BOM Data | No BOM Data,"Theatrical | New Zealand | 2022-11-10 | $86,171 | $262,735","Theatrical | Domestic | 2023-10-03 | $13,934 | $36,088",Theatrical (Ltd) | Domestic | 2023-10-06 | No BOM Data | No BOM Data,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sampled_posters/tt21996838.jpg,"[array([237, 237, 237]), array([193, 191, 191]), array([24, 24, 24]), array([115, 109, 109]), array([190,  30,  29])]",0
tt29336411,1 (Perfect Match),,,2023-09-29,2023-09-29,2023-09-29,2023-09-29,Melanet,,,,,,,,,,,,,,,,,,,movie,Melanet,0,2023.0,,74.0,Horror,4.6,21.0,False,https://www.imdb.com/title/tt29336411/releaseinfo,Match,1.0,2023.0,no,0.0,,"$13,225",,,"$13,225",1,1,False,False,1,,0.0,False,,9.0,,,False,True,,,,"Theatrical | Türkiye | 2023-09-29 | $8,131 | $13,225",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sampled_posters/tt29336411.jpg,"[array([20,  7,  4]), array([58, 23, 13]), array([99, 58, 47]), array([139, 101,  89]), array([227, 227, 226])]",1
tt27526478,1 (BOM Release missing from TMDb) | 1 (TMDb Theatrical missing from BOM),,,2023-12-27,2023-12-28,2023-12-27,2023-12-28,Three heroes and the Navel of the Earth,,,,,,,,,,,,,,,,,,,movie,Tri bogatyrya i Pup Zemli,0,2023.0,,85.0,"Adventure,Animation,Family",4.9,317.0,False,https://www.imdb.com/title/tt27526478/releaseinfo,Match,0.9,2023.0,no,0.0,,"$13,028,535",,,"$13,028,535",1,1,False,False,1,,1.0,False,,12.0,,,False,True,,,,"Theatrical | Russia/CIS | 2023-12-27 | – | $13,028,535",Theatrical | Russia/CIS | 2023-12-28 | No BOM Data | No BOM Data,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sampled_posters/tt27526478.jpg,"[array([215, 230, 234]), array([220, 177,  84]), array([172,  70,  52]), array([ 91, 194, 220]), array([70, 78, 79])]",0
tt8296660,1 (TMDb Theatrical missing from BOM) | 1 (Perfect Match) | 1 (Non-Theatrical (TMDb Only)),2019-07-12,2019-07-12,2019-07-12,2019-07-12,2019-07-12,2019-07-12,A Remarkable Tale,,,,,,,2019-11-01,2019-11-01,,,2019-11-01,2019-11-01,,,,,,,movie,Lo nunca visto,0,2019.0,,93.0,Comedy,5.4,1528.0,False,https://www.imdb.com/title/tt8296660/releaseinfo,Match,1.0,2019.0,no,0.0,,"$560,504",,,"$560,504",3,3,False,False,2,0.0,0.0,False,,7.0,2019-07-12,2019-07-12,False,False,,,0.0,Theatrical | Domestic | 2019-07-12 | No BOM Data | No BOM Data,"Theatrical | Spain | 2019-07-12 | $207,903 | $560,504",Digital | Poland | 2019-11-01 | No BOM Data | No BOM Data,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112.0,sampled_posters/tt8296660.jpg,"[array([238, 180,  60]), array([179, 115,  66]), array([ 70, 100, 116]), array([57, 38, 35]), array([221, 189, 155])]",11
tt9668564,1 (TMDb Theatrical missing from BOM) | 1 (Perfect Match),,,2019-01-31,2019-02-08,2019-01-31,2019-02-08,Sir-Ayet,,,,,,,,,,,,,,,,,,,movie,Sir-Ayet,0,2019.0,,95.0,Horror,2.8,253.0,False,https://www.imdb.com/title/tt9668564/releaseinfo,Match,1.0,2019.0,no,0.0,,"$242,540",,,"$242,540",2,2,False,False,2,,8.0,False,,1.0,,,False,True,,,,Theatrical | Netherlands | 2019-01-31 | No BOM Data | No BOM Data,"Theatrical | Türkiye | 2019-02-08 | $95,359 | $242,540",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sampled_posters/tt9668564.jpg,"[array([19, 15, 19]), array([79, 30, 22]), array([142,  51,  29]), array([203,  96,  39]), array([242, 173,  92])]",0
tt13777452,2 (Non-Theatrical (TMDb Only)) | 1 (BOM Release missing from TMDb) | 1 (TMDb Theatrical missing from BOM),,,2022-12-01,2023-02-02,2022-12-01,2023-02-02,Plastic Symphony,2022-11-21,2023-08-11,,,2022-11-21,2023-08-11,,,,,,,,,,,,,movie,Plastic Symphony,0,2022.0,,87.0,"Drama,Music",6.6,23.0,True,https://www.imdb.com/title/tt13777452/releaseinfo,Match,1.0,2022.0,no,0.0,,"$2,665",,,"$2,665",3,3,False,False,2,,63.0,False,,11.0,,,False,True,,,,Tallinn Black Nights Film Festival | Estonia | 2022-11-21 | No BOM Data | No BOM Data,"Theatrical | Slovakia | 2022-12-01 | $2,665 | $2,665",Theatrical | Czechia | 2023-02-02 | No BOM Data | No BOM Data,Jecheon International Music & Film Festival | South Korea | 2023-08-11 | No BOM Data | No BOM Data,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,sampled_posters/tt13777452.jpg,"[array([34, 34, 32]), array([235, 226, 216]), array([153, 127, 100]), array([92, 79, 62]), array([193, 167, 141])]",2
tt15112308,1 (Non-Theatrical (TMDb Only)) | 1 (Perfect Match),,,2022-09-02,2022-09-02,2022-09-02,2022-09-02,Long Way Back,2022-03-20,2022-03-20,,,2022-03-20,2022-03-20,,,,,,,,,,,,,movie,Long Way Back,0,2022.0,,93.0,Drama,7.9,33.0,False,https://www.imdb.com/title/tt15112308/releaseinfo,Match,1.0,2022.0,no,0.0,,"$15,578",,,"$15,578",2,1,False,False,1,,0.0,False,,3.0,,,False,True,,,,Manchester Film Festival | United Kingdom | 2022-03-20 | No BOM Data | No BOM Data,"Theatrical | United Kingdom | 2022-09-02 | $7,194 | $15,578",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,166.0,,sampled_posters/tt15112308.jpg,"[array([25, 22, 26]), array([69, 50, 44]), array([228, 220, 215]), array([119, 100,  91]), array([181, 162, 153])]",2
tt27881574,2 (TMDb Theatrical missing from BOM) | 2 (BOM Release missing from TMDb) | 1 (Unknown),,,2024-05-16,2024-05-17,2024-05-16,2024-05-17,Sureshinteyum Sumalathayudeyum Hridayahariyaya Pranayakatha,,,,,,,,,,,,,,,,,,,movie,Sureshinteyum Sumalathayudeyum Hridayahariyaya Pranayakatha,0,2024.0,,138.0,"Comedy,Drama,Fantasy",6.0,89.0,False,https://www.imdb.com/title/tt27881574/releaseinfo,Match,0.95,2024.0,no,0.0,,"$8,153",,,"$8,153",2,2,False,False,2,,1.0,False,,5.0,,,False,True,,,,Theatrical | India | 2024-05-16 | No BOM Data | No BOM Data,"Theatrical | United Arab Emirates | 2024-05-16 | $4,293 | $4,293",Theatrical | Ireland | 2024-05-17 | No BOM Data | No BOM Data,"Theatrical | United Kingdom | 2024-05-17 | $3,243 | $3,243",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sampled_posters/tt27881574.jpg,"[array([141,  77,  61]), array([236, 196, 149]), array([79, 28, 28]), array([179, 128, 112]), array([239, 138,  82])]",5
tt3544112,12 (Non-Theatrical (TMDb Only)) | 8 (BOM Release missing from TMDb) | 7 (Perfect Match) | 5 (TMDb Theatrical missing from BOM),2016-04-15,2016-04-15,2016-03-11,2016-11-17,2016-03-11,2016-11-17,Sing Street,2016-01-24,2017-03-15,2016-01-24,2016-01-24,2016-02-18,2017-03-15,2016-05-26,2016-11-03,,,2016-05-26,2016-11-03,2016-08-08,2017-01-13,,,2016-08-08,2017-01-13,movie,Sing Street,0,2016.0,,106.0,"Comedy,Drama,Music",7.9,106765.0,False,https://www.imdb.com/title/tt3544112/releaseinfo,Match,1.0,2016.0,no,0.0,"$3,237,118","$13,624,522",The Weinstein Company,"$63,573","$10,387,404",24,19,True,False,5,-35.0,251.0,False,,1.0,2016-01-24,2016-04-15,False,False,82.0,,35.0,Sundance Film Festival | Domestic | 2016-01-24 | No BOM Data | No BOM Data,Dublin Film Festival | Ireland | 2016-02-18 | No BOM Data | No BOM Data,Theatrical | Australia | 2016-03-11 | No BOM Data | No BOM Data,Theatrical (Ltd) | Canada | 2016-03-11 | No BOM Data | No BOM Data,"Theatrical | United Kingdom | 2016-03-18 | $240,726 | $1,836,700","Theatrical | Domestic | 2016-04-15 | $63,573 | $3,237,118",Theatrical | Ireland | 2016-04-22 | No BOM Data | No BOM Data,Theatrical | United Kingdom | 2016-04-22 | No BOM Data | No BOM Data,"Theatrical | South Korea | 2016-05-19 | $996,206 | $3,585,341","Theatrical | South Africa | 2016-05-20 | $7,424 | $28,091",Digital | Austria | 2016-05-26 | No BOM Data | No BOM Data,"Theatrical | Germany | 2016-05-26 | – | $430,772","Theatrical | Portugal | 2016-06-16 | $2,826 | $6,160","Theatrical | New Zealand | 2016-06-23 | $22,994 | $307,643","Theatrical | Thailand | 2016-06-30 | $68,782 | $180,925",Digital | Japan | 2016-07-09 | No BOM Data | No BOM Data,"Theatrical | Japan | 2016-07-09 | – | $1,490,254","Theatrical | Australia | 2016-07-14 | $91,008 | $225,101",DVD | Netherlands | 2016-08-08 | No BOM Data | No BOM Data,Digital | Hungary | 2016-08-18 | No BOM Data | No BOM Data,Theatrical | Greece | 2016-09-01 | No BOM Data | No BOM Data,"Theatrical | Spain | 2016-09-30 | $85,879 | $241,741","Theatrical | Belgium | 2016-10-26 | – | $23,196","Theatrical | France | 2016-10-26 | $198,231 | $604,736",Digital | Brazil | 2016-11-03 | No BOM Data | No BOM Data,Theatrical | Italy | 2016-11-09 | No BOM Data | No BOM Data,"Theatrical | Italy | 2016-11-10 | $125,090 | $418,739","Theatrical | Netherlands | 2016-11-17 | – | $24,338",DVD | Greece | 2017-01-13 | No BOM Data | No BOM Data,Irish Film Festival | Russia/CIS | 2017-03-15 | No BOM Data | No BOM Data,全国艺术电影放映联盟专线上映 | China | 2020-08-07 | No BOM Data | No BOM Data,Capella Film | Russia/CIS | 2021-03-04 | No BOM Data | No BOM Data,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.0,76.0,sampled_posters/tt3544112.jpg,"[array([5, 4, 3]), array([ 86, 181, 157]), array([240, 228, 220]), array([90, 85, 67]), array([222, 179,  90])]",2
tt5724948,2 (BOM Release missing from TMDb) | 1 (TMDb Theatrical missing from BOM) | 1 (Non-Theatrical (TMDb Only)),,,2018-06-22,2019-11-07,2018-06-22,2019-11-07,Old Boys,,,,,,,2018-07-13,2018-07-13,,,2018-07-13,2018-07-13,,,,,,,movie,Old Boys,0,2018.0,,96.0,Comedy,6.1,1502.0,True,https://www.imdb.com/title/tt5724948/releaseinfo,Match,1.0,2018.0,no,0.0,,"$28,092",,,"$28,092",2,2,False,False,2,,503.0,False,,6.0,,,False,True,,,,Theatrical | United Kingdom | 2018-06-22 | No BOM Data | No BOM Data,Digital | Ireland | 2018-07-13 | No BOM Data | No BOM Data,"Theatrical | United Kingdom | 2019-02-22 | $10,022 | $27,235",Theatrical | New Zealand | 2019-11-07 | $149 | $857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.0,sampled_posters/tt5724948.jpg,"[array([  2, 181, 210]), array([ 45, 124, 160]), array([39, 38, 36]), array([153, 147, 140]), array([230, 240, 237])]",3
tt8901722,1 (Perfect Match),,,2018-08-24,2018-08-24,2018-08-24,2018-08-24,Proud of Me,,,,,,,,,,,,,,,,,,,movie,Proud of Me,0,2018.0,,100.0,"Comedy,Family",6.0,28.0,False,https://www.imdb.com/title/tt8901722/releaseinfo,Match,1.0,2018.0,no,0.0,,"$6,849,959",,,"$6,849,959",1,1,False,False,1,,0.0,False,,8.0,,,False,True,,,,"Theatrical | China | 2018-08-24 | $2,701,197 | $6,849,959",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sampled_posters/tt8901722.jpg,"[array([78, 55, 84]), array([51, 36, 56]), array([119,  82,  99]), array([203, 118, 112]), array([241, 232, 225])]",6
tt6916348,3 (BOM Release missing from TMDb) | 2 (Non-Theatrical (TMDb Only)) | 1 (TMDb Theatrical missing from BOM),2019-11-15,2019-11-15,2019-11-15,2020-12-24,2019-11-15,2020-12-24,The Warrior Queen of Jhansi,,,,,,,2020-12-18,2020-12-18,,,2020-12-18,2020-12-18,,,,,,,movie,The Warrior Queen of Jhansi,0,2019.0,,102.0,"Adventure,Drama,Fantasy",5.0,793.0,True,https://www.imdb.com/title/tt6916348/releaseinfo,Match,1.0,2019.0,no,0.0,"$177,289","$202,142",Roadside Attractions,"$112,208","$24,853",3,3,False,False,2,0.0,405.0,False,,11.0,,2019-11-15,False,False,,,0.0,Theatrical (Ltd) | Canada | 2019-11-15 | No BOM Data | No BOM Data,"Theatrical | Domestic | 2019-11-15 | $112,208 | $177,289",Theatrical | India | 2019-11-15 | No BOM Data | No BOM Data,"Theatrical | United Arab Emirates | 2020-07-09 | $13,078 | $21,255",Digital | United Kingdom | 2020-12-18 | No BOM Data | No BOM Data,"Theatrical | New Zealand | 2020-12-24 | – | $3,598",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,399.0,sampled_posters/tt6916348.jpg,"[array([8, 5, 9]), array([150, 108,  78]), array([203, 188, 147]), array([184, 151, 105]), array([85, 57, 51])]",1
tt4741466,1 (TMDb Theatrical missing from BOM) | 1 (Perfect Match),,,2016-06-24,2016-06-24,2016-06-24,2016-06-24,Benidorm mon amour,,,,,,,,,,,,,,,,,,,movie,Benidorm mon amour,0,2016.0,,,Comedy,3.7,59.0,False,https://www.imdb.com/title/tt4741466/releaseinfo,Match,1.0,2016.0,no,0.0,,"$15,568",,,"$15,568",2,2,False,False,2,,0.0,False,,6.0,,,False,True,,,,Theatrical | Romania | 2016-06-24 | No BOM Data | No BOM Data,"Theatrical | Spain | 2016-06-24 | $2,600 | $15,568",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sampled_posters/tt4741466.jpg,"[array([133, 168, 209]), array([229, 206, 176]), array([102,  98, 106]), array([194, 154, 112]), array([62, 44, 35])]",9
